text,createTime,diggCount,shareCount,playCount,commentCount,mentions,authorMeta.name,authorMeta.nickName,authorMeta.verified,musicMeta.musicName,musicMeta.musicAuthor,musicMeta.musicOriginal,videoMeta.height,videoMeta.width,videoMeta.duration,hashtags.name,hashtags.title
"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",1607634293,12400,66,62400,702,@annaxsitar,alexjfish27,Alexandra,False,original sound,Alexandra,True,1024,576,13,navy,
"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",1607634293,12400,66,62400,702,@annaxsitar,alexjfish27,Alexandra,False,original sound,Alexandra,True,1024,576,13,marines,
"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",1607634293,12400,66,62400,702,@annaxsitar,alexjfish27,Alexandra,False,original sound,Alexandra,True,1024,576,13,airforce,
"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",1607634293,12400,66,62400,702,@annaxsitar,alexjfish27,Alexandra,False,original sound,Alexandra,True,1024,576,13,fyp,
"#stitch with @annaxsitar yes, im napping in my car. #military #miltok #army #navy #marines #airforce #fyp #foryoupage #UpTheBeat",1607634293,12400,66,62400,702,@annaxsitar,alexjfish27,Alexandra,False,original sound,Alexandra,True,1024,576,13,foryoupage,
"ya girl is negative, no worries 💚💚💚 ic: @emmakeuven #fyp #keigoed",1607783723,19600,68,348600,142,@emmakeuven,everyprofilenameistaken,elo,False,origineel geluid,The voice of Holland,True,1024,576,10,fyp,
"ya girl is negative, no worries 💚💚💚 ic: @emmakeuven #fyp #keigoed",1607783723,19600,68,348600,142,@emmakeuven,everyprofilenameistaken,elo,False,origineel geluid,The voice of Holland,True,1024,576,10,keigoed,
#fyp #voorjou #rechtenstudent #student #voorjoupagina,1604160829,1535,159,47300,96,,daniquekrommenhoe,Danique Krommenhoek,False,Mariners Apartment Complex,Lana Del Rey,False,1024,576,19,fyp,
#fyp #voorjou #rechtenstudent #student #voorjoupagina,1604160829,1535,159,47300,96,,daniquekrommenhoe,Danique Krommenhoek,False,Mariners Apartment Complex,Lana Del Rey,False,1024,576,19,voorjou,
#fyp #voorjou #rechtenstudent #student #voorjoupagina,1604160829,1535,159,47300,96,,daniquekrommenhoe,Danique Krommenhoek,False,Mariners Apartment Complex,Lana Del Rey,False,1024,576,19,rechtenstudent,
#fyp #voorjou #rechtenstudent #student #voorjoupagina,1604160829,1535,159,47300,96,,daniquekrommenhoe,Danique Krommenhoek,False,Mariners Apartment Complex,Lana Del Rey,False,1024,576,19,student,
#fyp #voorjou #rechtenstudent #student #voorjoupagina,1604160829,1535,159,47300,96,,daniquekrommenhoe,Danique Krommenhoek,False,Mariners Apartment Complex,Lana Del Rey,False,1024,576,19,voorjoupagina,
Red moment,1602691678,2520,7,30300,43,,reneeelward,Renee Elward,False,Bäd gúy ręmįx,Avery,True,1024,576,7,,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,fyp,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,jenga,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,fy,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,cheating,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,vals,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,spelen,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,friends,#FriendshipDay Contest: Create a musical with some #friends and share it on Instagram and here. The best ones get featured.
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,lol,"Can you laugh any louder?🙄
How to shoot: 

1. Click the shoot icon. 
2. Click on &amp;quot;add sound&amp;quot;
3. Add your meme text. 
4. Have fun!"
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,frontpage,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,game,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,jengablocks,
#fyp #jenga #fy #cheating #vals #spelen #friends #lol #frontpage #game #jengablocks #jengagame,1604091680,6276,320,129900,50,,moskoman,Bram v/d Meerendonk,False,origineel geluid,Bram v/d Meerendonk,True,1024,576,12,jengagame,
#train #cabride,1604773436,937,6,44600,26,,debuffel,De Buffel,False,Words - Original 1982,F.R. David,False,1024,576,13,train,
#train #cabride,1604773436,937,6,44600,26,,debuffel,De Buffel,False,Words - Original 1982,F.R. David,False,1024,576,13,cabride,
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,greenscreenvideo,"Try out our new #GreenScreenVideo Creative Effect! Just update TikTok, pick a video from your camera roll, stand in front of a plain background, and make the next TikTok masterpiece."
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,fyp,
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,foryou,
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,viral,
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,trending,
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,memphissoftball,
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,recordsday,"It's Guinness World Records Day, and the challenge is simple: find a record, and try to break it."
gotta have fun during batting practice #greenscreenvideo #fyp #foryou #viral #trending #memphissoftball #RecordsDay #NBADraft #,1605726667,28800,283,337000,181,,softballkendall5,Kendall Lee,False,It's Tricky,RUN DMC,False,1024,576,15,nbadraft,"The NBA Draft is the start of something special for players, so whether you're the number one pick, or rooting from the sidelines, show us how you’d react to achieving your dreams in the #NBADraft!"
Mondkapje op en je hoeft de helft maar te doen! 😷 #elknadeelheeftznvoordeel #bespaartip,1608060125,16700,13,322100,174,,claudia1099,Clau Dia,False,origineel geluid,Anita Luimes,True,1024,576,25,elknadeelheeftznvoordeel,
Mondkapje op en je hoeft de helft maar te doen! 😷 #elknadeelheeftznvoordeel #bespaartip,1608060125,16700,13,322100,174,,claudia1099,Clau Dia,False,origineel geluid,Anita Luimes,True,1024,576,25,bespaartip,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,meesdix,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,meesdix,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,meesdix,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,dondejong,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,dondejong,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,dondejong,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,dutchperformante,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,dutchperformante,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,dutchperformante,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,challange,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,challange,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,challange,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,giolatooy,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,giolatooy,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,giolatooy,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,knolpower,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,knolpower,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,knolpower,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,fy,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,fy,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,fy,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,viral,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,viral,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,viral,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,fyp,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,fyp,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,fyp,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,foryoupage,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,foryoupage,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,foryoupage,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,foryou,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,foryou,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,foryou,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@giolatiktok,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,chick,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@meesdik,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,chick,
@giolatiktok @meesdik #meesdix @tiktokkiedon #dondejong #dutchperformante #challange #giolatooy #knolpower #fy #viral #fyp #foryoupage #foryou #chick,1607803341,145200,1219,1500000,1444,@tiktokkiedon,dutchperformante,chahid,True,Chicken Wing Arab Zaffe by Saif Shawaf X Asaladabk,Saif,True,1024,576,13,chick,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,parati,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,anime,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,videoedit,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,foryou,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,fyp,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,japon,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,animeedit,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,haikyuu,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,haikyuuedits,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,paratodos,
#parati #anime #videoedit #foryou #fyp #japon #animeedit #haikyuu  #haikyuuedits  #paratodos #animation,1604350079,58000,1417,186800,725,,sicrosub,Sicrosub,False,sonido original,Sicrosub,True,1024,576,13,animation,Here's to the entire #Animation community on TikTok.
vooral bij turkse bruiloften😂 #foryou #ryfc,1607980803,17100,84,345200,321,,rumeysayurtbay,rumii🦋,False,nhạc nền - ☘️Trà Đặng☘️,☘️Trà Đặng☘️,True,1024,576,10,foryou,
vooral bij turkse bruiloften😂 #foryou #ryfc,1607980803,17100,84,345200,321,,rumeysayurtbay,rumii🦋,False,nhạc nền - ☘️Trà Đặng☘️,☘️Trà Đặng☘️,True,1024,576,10,ryfc,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,fyp,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,voorjoupagina,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,dutch,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,vjp,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,viraal,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,dutchtiktok,
Vies eigenlijk #fyp #voorjoupagina #dutch #vjp #viraal #dutchtiktok #voorjou,1604335538,14400,769,246900,295,,manlikejibss,Manlikejibss,False,ICE (feat. MORGENSHTERN),Morgenshtern,False,1024,576,15,voorjou,
I think he’ll win until he retires. #gym #fyp #mrolympia #parati,1608463482,22800,800,153100,297,,tudo.fit,David de Tudó,False,original sound,erens bf,True,1024,576,14,gym,
I think he’ll win until he retires. #gym #fyp #mrolympia #parati,1608463482,22800,800,153100,297,,tudo.fit,David de Tudó,False,original sound,erens bf,True,1024,576,14,fyp,
I think he’ll win until he retires. #gym #fyp #mrolympia #parati,1608463482,22800,800,153100,297,,tudo.fit,David de Tudó,False,original sound,erens bf,True,1024,576,14,mrolympia,
I think he’ll win until he retires. #gym #fyp #mrolympia #parati,1608463482,22800,800,153100,297,,tudo.fit,David de Tudó,False,original sound,erens bf,True,1024,576,14,parati,
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,comedia,¡Mira los mejores videos de comedia!
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,fyp,
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,sigueme,
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,parati,
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,comedia,¡Mira los mejores videos de comedia!
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,destacame,
Comedia jajaja#comedia #fyp #sigueme #parati #comedia #destacame #comedia,1604839933,1806,2,49000,7,,patataslays2,Lays💛,False,Oh No,Kreepa,False,576,824,15,comedia,¡Mira los mejores videos de comedia!
"Vorige gerapporteerd, diegene mag zn teen stoten #foryou #fitness #training #chestday #workout #muscles #gains #joelbeukers #techno #c4 #jack3d #fyp",1604512315,4239,829,80500,206,,roykevdh,Roy van der Heiden,False,origineel geluid,Roy van der Heiden,True,1024,576,59,foryou,
